Make,Model,yearVeh,occRole,dvcat,dead,injSeverity,ADAS/ADS Version,Reporting Entity,Operating Entity,City,State,Roadway Type,Lighting,Crash With,Property Damage?,caseid,weight,frontal,airbag,seatbelt,sex,ageOFocc,abcat,deploy,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Apple Inc.,North Port,FL ,Unknown,Unknown,Unknown,Yes,75:95:3,58.87,0,none,belted,m,55,unavail,0,,,,,
Tesla,Model Y,2022,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,North Bethesda,MD ,Unknown,Unknown,Unknown,Yes,41:140:1,25.627,1,airbag,none,f,26,deploy,1,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Dallas,TX ,Highway / Freeway,Daylight,Van,Yes,75:44:01,1003.224,1,airbag,belted,m,16,deploy,1,,,,,
Tesla,Model Y,2022,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox Inc.,Wilton,CT ,Rural Road,Dark - Unknown Lighting,Unknown,Yes,49:168:2,11.875,1,none,none,m,35,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Alpharetta,GA ,Highway / Freeway,Daylight,Unknown,Yes,43:263:2,264.515,1,none,belted,f,30,unavail,0,,,,,
Tesla,Model S,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Coconut Creek,FL ,Highway / Freeway,Daylight,Other Fixed Object,Yes,0.662511574,86.221,1,airbag,belted,m,53,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Mobile,AL ,Street,Dark - Not Lighted,"Other, see Narrative",Yes,09:30:03,127.237,1,airbag,belted,f,47,deploy,1,,,,,
Tesla,Model 3,2022,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Twentynine Palms,CA ,Rural Road,Dark - Not Lighted,SUV,Yes,0.465983796,118.292,1,airbag,belted,m,17,deploy,1,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,New Haven,CT ,Highway / Freeway,Daylight,Heavy Truck,Yes,48:803:2,0,1,airbag,belted,m,20,deploy,1,,,,,
Freightliner,Cascadia,2022,driver,25-39,alive,1,Detroit Assurance 5.0,"Daimler Trucks North America, LLC",Waymo LLC,Keokuk,IA ,Highway / Freeway,Unknown,"Other, see Narrative",Yes,74:91:1,25.651,1,airbag,belted,f,45,deploy,1,,,,,
Subaru,Outback,2020,pass,Oct-24,alive,3,,"Subaru of America, Inc.",Waymo LLC,,WV ,Unknown,Daylight,Pole / Tree,Yes,0.587523148,45.653,0,none,belted,m,21,unavail,0,,,,,
International,LT,2022,driver,Oct-24,alive,2,Bendix Lane Keep Assist,"Navistar, Inc.",Waymo LLC,Maxatawny Tounship,PA ,Street,Dark - Not Lighted,Other Fixed Object,Yes,79:62:2,4.595,0,none,belted,m,46,unavail,0,,,,,
Toyota,Sienna HV,2021,pass,55+,dead,4,ADAS L2,Toyota Motor Engineering & Manufacturing,Argo AI,Fairfield,TX ,Highway / Freeway,Unknown,Passenger Car,Yes,47:39:02,1,1,airbag,none,m,68,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Dallas,TX ,Unknown,Unknown,Unknown,Yes,79:23:01,11.478,0,none,none,f,19,unavail,0,,,,,
Tesla,Model X,2017,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Dallas,TX ,Highway / Freeway,Dark - Lighted,First Responder Vehicle,Yes,0.170162037,26.729,0,airbag,belted,f,31,deploy,1,,,,,
Tesla,Model Y,2022,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Wilton,CT ,Unknown,Unknown,Unknown,Yes,06:16:01,14.433,0,airbag,none,m,27,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Alpharetta,GA ,Unknown,Unknown,Unknown,Yes,0.425706019,632.121,1,airbag,none,f,39,nodeploy,0,,,,,
Tesla,Model S,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Coconut Creek,FL ,Unknown,Unknown,Unknown,Yes,0.559733796,24.268,0,none,belted,f,17,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Mobile,AL ,Unknown,Unknown,Unknown,Yes,49:110:2,11.738,0,none,none,m,27,unavail,0,,,,,
Tesla,Model 3,2022,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Mt. Laurel Township,NJ ,Highway / Freeway,Daylight,Other Fixed Object,Yes,02:04:01,106.871,1,none,belted,f,16,unavail,0,,,,,
Tesla,Model 3,2019,driver,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Sandia Park,NM ,Rural Road,Daylight,SUV,Yes,48:182:1,470.697,0,none,belted,f,36,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Camarillo,CA ,Unknown,Unknown,Unknown,Yes,75:14:02,59.932,1,none,none,m,19,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,,NJ ,Unknown,Unknown,Unknown,Unknown,78:152:1,316.304,1,none,none,f,22,unavail,0,,,,,
Tesla,Model 3,2021,pass,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,New Haven,CT ,Unknown,Unknown,Unknown,Yes,45:168:2,491.119,0,airbag,belted,m,31,nodeploy,0,,,,,
Tesla,Model 3,2022,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Twentynine Palms,CA ,Unknown,Unknown,Unknown,Yes,0.307662037,10.132,0,airbag,none,m,63,nodeploy,0,,,,,
Lexus,NX 350,2022,pass,40-54,alive,2,ADAS L2,Toyota Motor Engineering & Manufacturing,TuSimple,Altadena,CA ,Highway / Freeway,Daylight,SUV,Yes,49:80:2,6.979,0,airbag,belted,m,32,nodeploy,0,,,,,
Honda,CRV,2019,driver,Oct-24,alive,3,,Honda (American Honda Motor Co.),Argo AI,Nashville,TN ,Highway / Freeway,Unknown,Non-Motorist: Pedestrian,Unknown,82:93:1,9.279,1,none,none,m,73,unavail,0,,,,,
Freightliner,Cascadia,2022,pass,25-39,alive,1,Detroit Assurance 5.0,"Daimler Trucks North America, LLC",Motional,Keokuk,IA ,Highway / Freeway,Unknown,"Other, see Narrative",Yes,73:159:1,666.03,1,airbag,belted,f,59,deploy,1,,,,,
Honda,Civic,2020,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),Mercedes-Benz Research and Development NA,Chicago,IL ,Highway / Freeway,Unknown,Pickup Truck,Unknown,81:28:01,48.775,1,airbag,none,m,25,deploy,1,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Mercedes-Benz Research and Development NA,,UNK,Unknown,Unknown,Unknown,Yes,08:06:01,1265.526,1,airbag,none,m,18,deploy,1,,,,,
Tesla,Model X,2018,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Pleasant Hill,CA ,Highway / Freeway,Unknown,Unknown,Yes,48:99:1,302.741,1,airbag,none,m,20,deploy,1,,,,,
Tesla,Model X,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Pony.ai,Shreveport,LA ,Unknown,Unknown,Unknown,Yes,43:65:2,49.768,1,airbag,belted,m,19,deploy,1,,,,,
Tesla,Model 3,2022,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Beep,Mt. Laurel Township,NJ ,Unknown,Unknown,Unknown,Yes,0.321539352,24.419,1,none,none,m,64,unavail,0,,,,,
Tesla,Model S,2018,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",May Mobility,,UNK,Highway / Freeway,Unknown,Other Fixed Object,Yes,73:50:02,24.166,0,airbag,none,f,36,nodeploy,0,,,,,
Tesla,Model S,2015,driver,1-9km/h,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Avondale,AZ ,Highway / Freeway,Unknown,Unknown,Yes,45:181:1,71.516,1,none,none,m,29,unavail,0,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,,UNK,Unknown,Unknown,Unknown,Unknown,0.562523148,635.588,1,airbag,belted,f,35,deploy,1,,,,,
Tesla,Model S,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Athens,NY ,Unknown,Unknown,Unknown,Yes,76:120:1,183.666,1,none,none,f,25,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Dallas,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,09:23:02,90.541,1,none,belted,f,28,unavail,0,,,,,
Tesla,Model X,2016,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Diamond Bar,CA ,Highway / Freeway,Unknown,Unknown,Yes,0.531956019,122.426,1,none,belted,m,23,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Bluffdale,UT ,Highway / Freeway,Dark - Lighted,Motorcycle,Yes,75:78:1,54.278,1,airbag,belted,m,71,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Creola,AL ,Highway / Freeway,Daylight,Unknown,Yes,43:219:1,30.06,0,none,none,m,24,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Orlando,FL ,Highway / Freeway,Daylight,Other Fixed Object,Yes,04:26:01,1314.794,0,none,belted,f,41,unavail,0,,,,,
Tesla,Model X,2017,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Dallas,TX ,Unknown,Unknown,Unknown,Yes,02:17:01,320.292,1,airbag,belted,m,70,deploy,1,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Sandia Park,NM ,Unknown,Unknown,Unknown,Yes,78:20:02,107.182,1,airbag,belted,m,22,deploy,1,,,,,
Tesla,Model 3,2021,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Afton,NY ,Highway / Freeway,Unknown,Unknown,Yes,43:21:02,1096.073,0,airbag,belted,f,26,nodeploy,0,,,,,
Honda,Civic,2020,driver,25-39,alive,3,,Honda (American Honda Motor Co.),Waymo LLC,,PA ,Unknown,Unknown,Unknown,Unknown,81:118:2,28.894,0,none,belted,m,18,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,,NJ ,Unknown,Unknown,Unknown,Unknown,0.588900463,105.253,0,airbag,belted,f,35,nodeploy,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Camarillo,CA ,Unknown,Unknown,Unknown,Yes,43:204:1,394.553,0,none,belted,m,30,unavail,0,,,,,
Lexus,NX 350,2022,driver,25-39,alive,1,ADAS L2,Toyota Motor Engineering & Manufacturing,Waymo LLC,Altadena,CA ,Highway / Freeway,Daylight,SUV,Yes,0.484039352,232.961,1,airbag,none,m,20,nodeploy,0,,,,,
Tesla,Model 3,2021,pass,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Dallas,TX ,Unknown,Unknown,Unknown,Yes,45:03:01,250.05,0,none,none,f,40,unavail,0,,,,,
Tesla,Model Y,2021,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Creola,AL ,Unknown,Unknown,Unknown,Yes,49:80:2,11.783,1,none,none,m,21,unavail,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Orlando,FL ,Unknown,Unknown,Unknown,Yes,0.294456019,130.056,0,airbag,none,m,34,deploy,1,,,,,
Tesla,Model 3,2018,driver,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Naperville,IL ,Street,Daylight,Unknown,Yes,0.275023148,36.934,0,none,none,f,73,unavail,0,,,,,
Tesla,Model X,2016,pass,55+,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Diamond Bar,CA ,Unknown,Unknown,Unknown,Yes,45:23:02,57.742,1,none,belted,m,39,unavail,0,,,,,
Tesla,Model Y,2020,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,,FL ,Highway / Freeway,Unknown,Motorcycle,Yes,41:75:2,20.87,1,none,none,m,30,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Upton,KY ,Highway / Freeway,Daylight,Other Fixed Object,Yes,41:42:01,18.826,1,airbag,belted,m,38,deploy,1,,,,,
Tesla,Model S,2016,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Falmouth,VA ,Highway / Freeway,Unknown,Unknown,Yes,45:92:1,41.119,0,airbag,belted,f,59,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Atwater,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,41:122:2,1619.634,0,airbag,belted,m,27,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Freedom Township,OH ,Highway / Freeway,Unknown,Unknown,Yes,82:104:1,258.445,1,airbag,belted,m,23,nodeploy,0,,,,,
Tesla,Model 3,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,San Ygnacio,TX ,Highway / Freeway,Dark - Not Lighted,Pole / Tree,Yes,48:158:2,322.427,0,airbag,belted,f,20,deploy,1,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Sausalito,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,48:27:01,761.168,1,airbag,none,f,25,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,South Riding,VA ,Highway / Freeway,Daylight,Unknown,Yes,73:160:1,1914.727,1,airbag,belted,f,46,deploy,1,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Long Beach,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,0.59931713,314.902,1,none,belted,m,17,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Land O' Lakes,FL ,Rural Road,Unknown,Unknown,Yes,49:127:1,11.72,0,airbag,none,m,21,deploy,1,,,,,
Tesla,Model 3,2020,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Los Angeles,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,82:16:02,4.974,0,none,belted,f,46,unavail,0,,,,,
Tesla,Model 3,2019,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,Irondale,AL ,Highway / Freeway,Daylight,Other Fixed Object,Yes,79:55:01,10.763,0,none,belted,f,46,unavail,0,,,,,
Tesla,Model X,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Silver Lake,WI ,Unknown,Unknown,Unknown,Yes,79:129:1,1220.149,1,none,belted,f,16,unavail,0,,,,,
Tesla,Model S,2016,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Pony.ai,Athens,NY ,Unknown,Unknown,Unknown,Yes,45:158:1,1725.82,1,none,belted,m,23,unavail,0,,,,,
Tesla,Model X,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",TuSimple,Concord,CA ,Unknown,Unknown,Unknown,Yes,75:156:2,83.094,1,none,belted,m,48,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Bluffdale,UT ,Highway / Freeway,Unknown,Motorcycle,Yes,08:37:01,41.937,0,airbag,belted,f,41,nodeploy,0,,,,,
Tesla,Model X,2016,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,,UNK,Highway / Freeway,Unknown,Unknown,Yes,48:20:01,3618.215,1,airbag,belted,m,21,deploy,1,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,,UNK,Unknown,Unknown,Other Fixed Object,Yes,73:171:2,582.638,1,none,none,f,29,unavail,0,,,,,
Tesla,Model S,2018,driver,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,,UNK,Highway / Freeway,Unknown,Other Fixed Object,Yes,41:51:01,61.039,1,airbag,belted,f,54,deploy,1,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,,UNK,Unknown,Unknown,Unknown,Unknown,43:182:1,51.137,1,none,none,m,35,unavail,0,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Avondale,AZ ,Unknown,Unknown,Unknown,Yes,0.377789352,265.638,0,airbag,belted,m,16,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Stockton,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,42:87:2,18.345,1,none,belted,m,27,unavail,0,,,,,
Tesla,Model Y,2021,pass,40-54,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Marietta,GA ,Highway / Freeway,Dark - Lighted,Other Fixed Object,Yes,45:148:1,42.379,1,airbag,none,f,18,deploy,1,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Chicago,IL ,Unknown,Unknown,Unknown,Yes,78:107:1,65.007,1,none,belted,m,18,unavail,0,,,,,
Tesla,Model S,2018,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Dallas,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,75:42:02,50.617,1,airbag,belted,m,65,deploy,1,,,,,
Tesla,Model 3,2020,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Fairhope,AL ,Intersection,Daylight,SUV,Yes,0.531979167,378.095,1,airbag,belted,m,67,nodeploy,0,,,,,
Tesla,Model 3,2022,driver,Oct-24,dead,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Atlanta,GA ,Highway / Freeway,Dark - Lighted,Passenger Car,Yes,09:41:01,40.076,1,airbag,belted,m,39,deploy,1,,,,,
Tesla,Model 3,2021,driver,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Los Angeles,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,0.638900463,85.649,1,none,belted,f,43,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Woodbridge,MD ,Highway / Freeway,Dark - Not Lighted,Pickup Truck,Yes,45:185:2,54.303,0,airbag,belted,f,20,deploy,1,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,,FL ,Highway / Freeway,Unknown,Motorcycle,Yes,12:01:02,34.053,1,airbag,belted,f,29,deploy,1,,,,,
Tesla,Model 3,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Afton,NY ,Unknown,Unknown,Unknown,Yes,0.670844907,137.752,1,airbag,belted,f,40,deploy,1,,,,,
Tesla,Model S,2016,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Fredericksburg,VA ,Unknown,Unknown,Unknown,Yes,82:21:03,116.499,0,airbag,belted,f,38,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Upton,KY ,Unknown,Unknown,Unknown,Yes,73:37:01,100.397,1,none,belted,m,73,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Land O' Lakes,FL ,Unknown,Unknown,Unknown,Yes,75:196:1,421.485,1,airbag,belted,f,24,deploy,1,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,San Ygnacio,TX ,Unknown,Unknown,Unknown,Yes,08:20:02,3613.565,0,none,none,f,30,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Chantilly,VA ,Unknown,Unknown,Unknown,Yes,45:155:2,84.124,0,airbag,none,f,54,nodeploy,0,,,,,
Tesla,Model 3,2021,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Sausalito,CA ,Unknown,Unknown,Unknown,Yes,75:86:1,87.23,1,none,belted,m,32,unavail,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Freedom Township,OH ,Unknown,Unknown,Unknown,Yes,43:179:1,1217.915,0,none,belted,m,69,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Atwater,CA ,Unknown,Unknown,Unknown,Unknown,0.407662037,36.364,1,airbag,none,f,37,deploy,1,,,,,
Tesla,Model 3,2019,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise LLC,Signal Hill,CA ,Unknown,Unknown,Unknown,Yes,43:320:1,311.701,0,airbag,belted,m,23,deploy,1,,,,,
